Invoice ID,Branch,City,Customer type,Gender,Product line,Date,MonthName,Payment,Rating,Unit price,Quantity,Total Sales
674-15-9296,A,Yangon,Normal,Male,Sports and travel,08-01-2019,January,Ewallet,5,37.14,5,194.985
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,12-02-2019,February,Cash,6,60.38,10,633.99
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,01-01-2019,January,Credit card,7,36.98,10,388.29
438-01-4015,B,Mandalay,Member,Female,Sports and travel,21-03-2019,March,Ewallet,6.6,49.49,4,207.858
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,28-02-2019,February,Cash,7.3,41.09,10,431.445
795-49-7276,A,Yangon,Normal,Male,Fashion accessories,23-03-2019,March,Ewallet,8.3,37.15,4,156.03
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,30-01-2019,January,Cash,4.3,22.96,1,24.108
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,04-02-2019,February,Ewallet,9.8,77.68,9,734.076
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,13-03-2019,March,Ewallet,8.2,34.7,2,72.87
510-09-5628,A,Yangon,Member,Female,Fashion accessories,15-03-2019,March,Credit card,7.2,19.66,10,206.43
608-04-3797,B,Mandalay,Member,Female,Health and beauty,05-03-2019,March,Ewallet,8.7,25.32,8,212.688
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,05-03-2019,March,Credit card,8.4,12.12,10,127.26
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,26-02-2019,February,Ewallet,7.1,99.89,2,209.769
632-32-4574,B,Mandalay,Normal,Male,Sports and travel,20-03-2019,March,Cash,5.5,75.92,8,637.728
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,01-01-2019,January,Cash,8.5,63.22,2,132.762
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,27-01-2019,January,Cash,6.2,90.24,6,568.512
401-18-8016,B,Mandalay,Member,Female,Sports and travel,21-01-2019,January,Cash,8.9,98.13,1,103.0365
420-18-8989,A,Yangon,Member,Female,Sports and travel,02-02-2019,February,Cash,9.6,51.52,8,432.768
277-63-2961,B,Mandalay,Member,Male,Sports and travel,03-02-2019,February,Credit card,5.4,73.97,1,77.6685
573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,05-01-2019,January,Ewallet,9.1,31.9,1,33.495
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,27-01-2019,January,Ewallet,9,69.4,2,145.74
282-35-2475,B,Mandalay,Normal,Female,Sports and travel,25-03-2019,March,Cash,6.3,93.31,2,195.951
511-54-3087,B,Mandalay,Normal,Male,Sports and travel,25-02-2019,February,Credit card,9.5,88.45,1,92.8725
726-29-6793,A,Yangon,Member,Male,Electronic accessories,28-01-2019,January,Ewallet,9.8,24.18,8,203.112
387-49-4215,B,Mandalay,Member,Female,Sports and travel,08-01-2019,January,Cash,6.7,48.5,3,152.775
862-17-9201,B,Mandalay,Normal,Female,Food and beverages,29-01-2019,January,Credit card,7.7,84.05,6,529.515
291-21-5991,B,Mandalay,Member,Male,Health and beauty,29-03-2019,March,Cash,7,61.29,5,321.7725
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,09-02-2019,February,Credit card,5.1,15.95,6,100.485
347-72-6115,B,Mandalay,Member,Female,Sports and travel,16-01-2019,January,Credit card,6.2,90.74,7,666.939
209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,05-01-2019,January,Ewallet,6.1,42.91,5,225.2775
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,27-01-2019,January,Ewallet,9.3,54.28,7,398.958
189-52-0236,A,Yangon,Normal,Male,Electronic accessories,14-03-2019,March,Cash,7.6,99.55,7,731.6925
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,23-02-2019,February,Credit card,8.2,58.39,7,429.1665
413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,18-03-2019,March,Ewallet,8.5,51.47,1,54.0435
425-85-2085,B,Mandalay,Member,Male,Health and beauty,29-03-2019,March,Ewallet,9.8,54.86,5,288.015
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,22-01-2019,January,Credit card,8.7,39.39,5,206.7975
220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,01-03-2019,March,Ewallet,9.7,34.73,2,72.933
600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,17-01-2019,January,Credit card,4.3,71.92,5,377.58
734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,26-03-2019,March,Credit card,7.7,45.71,3,143.9865
451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,20-03-2019,March,Cash,7.3,83.17,6,523.971
609-81-8548,A,Yangon,Member,Female,Home and lifestyle,06-02-2019,February,Credit card,5.9,37.44,6,235.872
133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty,01-01-2019,January,Cash,5,62.87,2,132.027
534-01-4457,A,Yangon,Normal,Male,Food and beverages,27-01-2019,January,Credit card,8,81.71,6,514.773
719-89-8991,A,Yangon,Member,Female,Sports and travel,25-02-2019,February,Ewallet,7.1,91.41,5,479.9025
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,16-01-2019,January,Credit card,9,39.21,4,164.682
339-38-9982,B,Mandalay,Member,Male,Fashion accessories,13-01-2019,January,Ewallet,6.7,59.86,2,125.706
827-44-5872,B,Mandalay,Member,Female,Food and beverages,07-02-2019,February,Credit card,6.1,54.36,10,570.78
827-77-7633,A,Yangon,Normal,Male,Sports and travel,17-02-2019,February,Cash,9.3,98.09,9,926.9505
287-83-1405,A,Yangon,Normal,Male,Health and beauty,12-02-2019,February,Ewallet,7,25.43,6,160.209
435-13-4908,A,Yangon,Member,Male,Fashion accessories,24-01-2019,January,Credit card,7.2,86.68,8,728.112
857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,06-02-2019,February,Ewallet,8.2,22.95,10,240.975
236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages,26-03-2019,March,Ewallet,8.4,16.31,9,154.1295
892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,11-03-2019,March,Ewallet,6.2,28.32,5,148.68
583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,07-02-2019,February,Ewallet,7.4,16.67,7,122.5245
339-12-4827,B,Mandalay,Member,Female,Fashion accessories,05-01-2019,January,Credit card,5,73.96,1,77.658
643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,07-03-2019,March,Ewallet,6.9,97.94,1,102.837
308-81-0538,A,Yangon,Normal,Female,Fashion accessories,25-02-2019,February,Credit card,4.9,73.05,4,306.81
358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,01-02-2019,February,Ewallet,5.1,87.48,6,551.124
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,22-01-2019,January,Ewallet,9.1,30.68,3,96.642
343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,03-01-2019,January,Credit card,7.1,75.88,1,79.674
173-50-1108,B,Mandalay,Member,Female,Sports and travel,13-02-2019,February,Credit card,5,20.18,4,84.756
243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories,28-01-2019,January,Credit card,5.5,18.77,6,118.251
841-18-8232,B,Mandalay,Normal,Female,Food and beverages,05-01-2019,January,Credit card,9.2,71.2,1,74.76
701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,19-03-2019,March,Ewallet,4.9,38.81,4,163.002
647-50-1224,A,Yangon,Normal,Female,Fashion accessories,12-01-2019,January,Ewallet,8.9,29.42,10,308.91
541-48-8554,A,Yangon,Normal,Male,Sports and travel,07-01-2019,January,Credit card,6,60.95,9,575.9775
539-21-7227,B,Mandalay,Normal,Female,Sports and travel,26-01-2019,January,Cash,4.2,51.54,5,270.585
213-32-1216,A,Yangon,Normal,Female,Electronic accessories,23-01-2019,January,Cash,7.3,66.06,6,416.178
747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,09-02-2019,February,Ewallet,6.5,57.27,3,180.4005
582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,22-02-2019,February,Cash,8.9,54.31,9,513.2295
210-57-1719,B,Mandalay,Normal,Female,Health and beauty,05-02-2019,February,Cash,9.7,58.24,9,550.368
399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,07-03-2019,March,Credit card,8.6,22.21,6,139.923
134-75-2619,A,Yangon,Member,Male,Electronic accessories,25-03-2019,March,Cash,6.9,19.32,7,142.002
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,20-01-2019,January,Credit card,7.7,37.48,3,118.062
198-66-9832,B,Mandalay,Member,Female,Fashion accessories,04-02-2019,February,Cash,9.5,72.04,2,151.284
283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,30-01-2019,January,Ewallet,4.5,98.52,10,1034.46
712-39-0363,A,Yangon,Member,Male,Food and beverages,02-01-2019,January,Ewallet,5.6,41.66,6,262.458
218-59-9410,A,Yangon,Member,Female,Home and lifestyle,29-03-2019,March,Ewallet,8.2,72.42,3,228.123
174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,14-03-2019,March,Cash,7.3,21.58,9,203.931
866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,11-02-2019,February,Credit card,4.4,89.2,10,936.6
134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,30-01-2019,January,Ewallet,5.7,42.42,8,356.328
760-90-2357,A,Yangon,Member,Male,Electronic accessories,20-03-2019,March,Ewallet,5,74.51,6,469.413
514-37-2845,B,Mandalay,Normal,Male,Fashion accessories,20-03-2019,March,Cash,9,99.25,2,208.425
698-98-5964,A,Yangon,Normal,Female,Food and beverages,17-01-2019,January,Credit card,6.3,81.21,10,852.705
718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel,03-02-2019,February,Credit card,9.4,49.33,10,517.965
651-88-7328,A,Yangon,Normal,Female,Fashion accessories,01-01-2019,January,Cash,7.7,65.74,9,621.243
241-11-2261,B,Mandalay,Normal,Female,Fashion accessories,10-01-2019,January,Credit card,5.5,79.86,7,586.971
408-26-9866,C,Naypyitaw,Normal,Female,Sports and travel,02-03-2019,March,Ewallet,4.1,73.98,7,543.753
834-83-1826,B,Mandalay,Member,Female,Home and lifestyle,25-02-2019,February,Credit card,7.6,82.04,5,430.71
343-61-3544,B,Mandalay,Member,Male,Sports and travel,29-01-2019,January,Cash,8.6,26.67,10,280.035
239-48-4278,A,Yangon,Member,Male,Food and beverages,10-03-2019,March,Ewallet,8.3,10.13,7,74.4555
355-34-6244,B,Mandalay,Normal,Male,Food and beverages,13-01-2019,January,Credit card,8.1,72.39,2,152.019
550-84-8664,A,Yangon,Normal,Male,Sports and travel,22-03-2019,March,Credit card,8.6,85.91,5,451.0275
339-96-8318,B,Mandalay,Member,Male,Fashion accessories,01-03-2019,March,Ewallet,6.3,81.31,7,597.6285
458-61-0011,B,Mandalay,Normal,Male,Food and beverages,20-02-2019,February,Cash,5.8,60.3,4,253.26
592-34-6155,C,Naypyitaw,Normal,Male,Food and beverages,14-01-2019,January,Ewallet,6.2,31.77,4,133.434
797-88-0493,A,Yangon,Normal,Female,Health and beauty,26-03-2019,March,Cash,7.7,64.27,4,269.934
207-73-1363,B,Mandalay,Normal,Male,Health and beauty,01-03-2019,March,Ewallet,8.1,69.51,2,145.971
390-31-6381,C,Naypyitaw,Normal,Male,Food and beverages,07-01-2019,January,Cash,7.3,27.22,3,85.743
443-82-0585,A,Yangon,Member,Female,Health and beauty,01-02-2019,February,Cash,8.4,77.68,4,326.256
339-18-7061,C,Naypyitaw,Member,Female,Fashion accessories,13-02-2019,February,Credit card,8,92.98,2,195.258
359-90-3665,B,Mandalay,Member,Female,Fashion accessories,14-01-2019,January,Credit card,9.5,18.08,4,75.936
375-72-3056,B,Mandalay,Normal,Male,Sports and travel,19-01-2019,January,Ewallet,7,63.06,3,198.639
127-47-6963,A,Yangon,Normal,Male,Health and beauty,09-03-2019,March,Credit card,9.8,51.71,4,217.182
278-86-2735,A,Yangon,Normal,Female,Food and beverages,27-03-2019,March,Cash,9.2,52.34,3,164.871
695-28-6250,A,Yangon,Normal,Female,Sports and travel,04-02-2019,February,Ewallet,7.7,43.06,5,226.065
379-17-6588,C,Naypyitaw,Normal,Male,Fashion accessories,14-03-2019,March,Cash,5.3,59.61,10,625.905
227-50-3718,A,Yangon,Normal,Male,Health and beauty,04-03-2019,March,Cash,4.4,14.62,5,76.755
302-15-2162,C,Naypyitaw,Member,Male,Health and beauty,03-03-2019,March,Credit card,4.3,46.53,6,293.139
788-07-8452,C,Naypyitaw,Member,Female,Home and lifestyle,27-01-2019,January,Ewallet,9.4,24.24,7,178.164
560-49-6611,A,Yangon,Member,Female,Sports and travel,07-02-2019,February,Cash,9.8,45.58,1,47.859
880-35-0356,A,Yangon,Member,Female,Sports and travel,05-02-2019,February,Ewallet,4.8,75.2,3,236.88
585-11-6748,B,Mandalay,Member,Male,Sports and travel,15-03-2019,March,Cash,5.3,96.8,3,304.92
470-31-3286,B,Mandalay,Normal,Male,Health and beauty,01-03-2019,March,Credit card,8.7,14.82,3,46.683
152-68-2907,A,Yangon,Normal,Male,Food and beverages,15-02-2019,February,Credit card,9.5,52.2,3,164.43
123-35-4896,C,Naypyitaw,Normal,Female,Sports and travel,17-02-2019,February,Ewallet,5.3,46.66,9,440.937
258-69-7810,C,Naypyitaw,Normal,Female,Fashion accessories,26-01-2019,January,Cash,9.2,36.85,5,193.4625
334-64-2006,A,Yangon,Member,Female,Home and lifestyle,24-03-2019,March,Ewallet,9.6,70.32,2,147.672
219-61-4139,C,Naypyitaw,Normal,Male,Electronic accessories,23-01-2019,January,Ewallet,6.4,83.08,1,87.234
881-41-7302,C,Naypyitaw,Normal,Female,Fashion accessories,26-01-2019,January,Credit card,4.5,64.99,1,68.2395
373-09-4567,C,Naypyitaw,Normal,Male,Food and beverages,14-03-2019,March,Ewallet,6.9,77.56,10,814.38
642-30-6693,B,Mandalay,Normal,Female,Sports and travel,17-03-2019,March,Ewallet,7.8,54.51,6,343.413
484-22-8230,C,Naypyitaw,Member,Female,Fashion accessories,08-01-2019,January,Cash,4.5,51.89,7,381.3915
830-58-2383,B,Mandalay,Normal,Male,Home and lifestyle,08-02-2019,February,Cash,8.6,31.75,4,133.35
559-98-9873,A,Yangon,Member,Female,Fashion accessories,10-02-2019,February,Ewallet,5.2,53.65,7,394.3275
544-32-5024,C,Naypyitaw,Member,Female,Food and beverages,28-03-2019,March,Credit card,6.4,49.79,4,209.118
318-12-0304,A,Yangon,Normal,Male,Fashion accessories,23-01-2019,January,Ewallet,5.2,30.61,1,32.1405
349-97-8902,B,Mandalay,Member,Male,Food and beverages,17-01-2019,January,Ewallet,8.9,57.89,2,121.569
421-95-9805,A,Yangon,Normal,Female,Electronic accessories,07-02-2019,February,Credit card,6.2,28.96,1,30.408
277-35-5865,C,Naypyitaw,Member,Female,Food and beverages,09-03-2019,March,Cash,6.7,98.97,9,935.2665
789-23-8625,B,Mandalay,Member,Male,Fashion accessories,24-01-2019,January,Cash,7.2,93.22,3,293.643
284-54-4231,C,Naypyitaw,Member,Male,Sports and travel,19-01-2019,January,Credit card,9,80.93,1,84.9765
443-59-0061,A,Yangon,Member,Male,Food and beverages,03-02-2019,February,Ewallet,4.2,67.45,10,708.225
509-29-3912,A,Yangon,Member,Female,Sports and travel,20-03-2019,March,Ewallet,4.2,38.72,9,365.904
327-40-9673,B,Mandalay,Member,Male,Sports and travel,13-01-2019,January,Cash,6.9,72.6,6,457.38
840-19-2096,C,Naypyitaw,Member,Male,Electronic accessories,14-03-2019,March,Ewallet,4.4,87.91,5,461.5275
828-46-6863,A,Yangon,Member,Male,Food and beverages,23-01-2019,January,Credit card,4,98.53,6,620.739
641-96-3695,C,Naypyitaw,Member,Female,Fashion accessories,07-02-2019,February,Ewallet,8.5,43.46,6,273.798
420-97-3340,A,Yangon,Normal,Female,Food and beverages,28-03-2019,March,Credit card,9.2,71.68,3,225.792
436-54-4512,A,Yangon,Member,Female,Food and beverages,20-03-2019,March,Cash,9.8,91.61,1,96.1905
670-79-6321,B,Mandalay,Member,Female,Home and lifestyle,17-01-2019,January,Credit card,4.9,94.59,7,695.2365
852-62-7105,B,Mandalay,Normal,Female,Fashion accessories,12-01-2019,January,Credit card,4.4,83.25,10,874.125
598-06-7312,B,Mandalay,Member,Male,Fashion accessories,16-02-2019,February,Cash,6.8,91.35,1,95.9175
135-13-8269,B,Mandalay,Member,Female,Food and beverages,26-01-2019,January,Cash,9.1,78.88,2,165.648
816-57-2053,A,Yangon,Normal,Male,Sports and travel,09-03-2019,March,Ewallet,8.7,60.87,2,127.827
628-90-8624,B,Mandalay,Member,Male,Health and beauty,14-03-2019,March,Cash,5,82.58,10,867.09
856-66-2701,A,Yangon,Member,Male,Home and lifestyle,25-01-2019,January,Ewallet,7.5,53.3,3,167.895
308-39-1707,A,Yangon,Normal,Female,Fashion accessories,26-01-2019,January,Credit card,8.2,12.09,1,12.6945
149-61-1929,A,Yangon,Normal,Male,Sports and travel,19-01-2019,January,Credit card,6.7,64.19,10,673.995
655-07-2265,A,Yangon,Normal,Male,Electronic accessories,05-03-2019,March,Ewallet,5.4,78.31,3,246.6765
589-02-8023,A,Yangon,Member,Male,Food and beverages,15-01-2019,January,Credit card,7,83.77,2,175.917
420-04-7590,B,Mandalay,Normal,Male,Home and lifestyle,18-03-2019,March,Ewallet,4.7,99.7,3,314.055
182-88-2763,B,Mandalay,Member,Male,Food and beverages,20-03-2019,March,Credit card,5,79.91,3,251.7165
188-55-0967,B,Mandalay,Member,Male,Health and beauty,15-01-2019,January,Credit card,5,66.47,10,697.935
610-46-4100,A,Yangon,Normal,Male,Health and beauty,03-03-2019,March,Credit card,6,28.95,7,212.7825
318-81-2368,C,Naypyitaw,Normal,Female,Electronic accessories,19-03-2019,March,Cash,6.3,46.2,1,48.51
364-33-8584,B,Mandalay,Member,Female,Food and beverages,08-03-2019,March,Cash,8.5,17.63,5,92.5575
665-63-9737,B,Mandalay,Normal,Male,Fashion accessories,27-02-2019,February,Ewallet,7.5,52.42,3,165.123
695-09-5146,B,Mandalay,Member,Female,Food and beverages,23-02-2019,February,Ewallet,6.4,98.79,3,311.1885
155-45-3814,C,Naypyitaw,Member,Female,Electronic accessories,19-03-2019,March,Ewallet,4.7,88.55,8,743.82
794-32-2436,B,Mandalay,Member,Male,Electronic accessories,27-03-2019,March,Ewallet,6,55.67,2,116.907
131-15-8856,C,Naypyitaw,Member,Female,Food and beverages,30-03-2019,March,Credit card,4,72.52,8,609.168
273-84-2164,C,Naypyitaw,Member,Male,Electronic accessories,16-02-2019,February,Ewallet,5.5,12.05,5,63.2625
706-36-6154,A,Yangon,Member,Male,Home and lifestyle,18-01-2019,January,Ewallet,8.7,19.36,9,182.952
778-89-7974,C,Naypyitaw,Normal,Male,Health and beauty,30-03-2019,March,Cash,7.4,70.21,6,442.323
574-31-8277,B,Mandalay,Member,Male,Fashion accessories,20-03-2019,March,Cash,5.6,33.63,1,35.3115
859-71-0933,C,Naypyitaw,Member,Female,Sports and travel,16-01-2019,January,Cash,6.3,15.49,2,32.529
740-11-5257,C,Naypyitaw,Normal,Male,Electronic accessories,24-02-2019,February,Cash,7.1,24.74,10,259.77
369-82-2676,B,Mandalay,Normal,Male,Electronic accessories,15-01-2019,January,Ewallet,7.8,75.66,5,397.215
563-47-4072,B,Mandalay,Normal,Female,Health and beauty,22-01-2019,January,Cash,9.9,55.81,6,351.603
742-04-5161,A,Yangon,Member,Male,Home and lifestyle,03-02-2019,February,Cash,7.3,72.78,10,764.19
149-15-7606,B,Mandalay,Member,Male,Sports and travel,06-03-2019,March,Ewallet,5.1,37.32,9,352.674
133-77-3154,B,Mandalay,Member,Male,Fashion accessories,16-02-2019,February,Credit card,9.4,60.18,4,252.756
169-52-4504,A,Yangon,Normal,Female,Electronic accessories,14-03-2019,March,Credit card,5.8,15.69,3,49.4235
250-81-7186,C,Naypyitaw,Normal,Female,Electronic accessories,27-02-2019,February,Credit card,8,99.69,1,104.6745
562-12-5430,A,Yangon,Member,Female,Fashion accessories,18-01-2019,January,Ewallet,7.9,88.15,3,277.6725
816-72-8853,A,Yangon,Member,Female,Sports and travel,29-01-2019,January,Cash,5.9,27.93,5,146.6325
491-38-3499,A,Yangon,Member,Male,Fashion accessories,26-02-2019,February,Credit card,4.9,55.45,1,58.2225
322-02-2271,B,Mandalay,Normal,Female,Sports and travel,03-02-2019,February,Cash,9.3,42.97,3,135.3555
842-29-4695,C,Naypyitaw,Member,Male,Sports and travel,16-01-2019,January,Credit card,7.9,17.14,7,125.979
725-67-2480,B,Mandalay,Member,Female,Fashion accessories,24-03-2019,March,Credit card,5.9,58.75,6,370.125
641-51-2661,C,Naypyitaw,Member,Female,Food and beverages,12-02-2019,February,Credit card,9.9,87.1,10,914.55
714-02-3114,C,Naypyitaw,Normal,Female,Sports and travel,21-02-2019,February,Cash,7.7,98.8,2,207.48
518-17-2983,A,Yangon,Normal,Female,Fashion accessories,04-02-2019,February,Ewallet,7.6,48.63,4,204.246
779-42-2410,B,Mandalay,Member,Male,Food and beverages,20-02-2019,February,Ewallet,7.7,57.74,3,181.881
190-14-3147,B,Mandalay,Normal,Female,Health and beauty,23-02-2019,February,Ewallet,6.4,17.97,4,75.474
408-66-6712,C,Naypyitaw,Member,Female,Health and beauty,16-02-2019,February,Ewallet,4.4,47.71,6,300.573
679-22-6530,B,Mandalay,Normal,Female,Sports and travel,17-01-2019,January,Credit card,4.1,40.62,2,85.302
588-47-8641,A,Yangon,Member,Male,Fashion accessories,14-01-2019,January,Ewallet,4.4,56.04,10,588.42
642-61-4706,B,Mandalay,Member,Male,Food and beverages,30-03-2019,March,Cash,5.5,93.4,2,196.14
576-31-4774,B,Mandalay,Normal,Female,Health and beauty,02-03-2019,March,Ewallet,4,73.41,3,231.2415
556-41-6224,C,Naypyitaw,Normal,Male,Health and beauty,15-02-2019,February,Credit card,9.3,33.64,8,282.576
811-03-8790,A,Yangon,Normal,Female,Electronic accessories,01-03-2019,March,Credit card,4.8,45.48,10,477.54
242-11-3142,B,Mandalay,Member,Male,Fashion accessories,24-02-2019,February,Cash,4.6,83.77,2,175.917
752-23-3760,B,Mandalay,Member,Female,Sports and travel,19-02-2019,February,Credit card,7.3,64.08,7,470.988
274-05-5470,A,Yangon,Member,Female,Food and beverages,23-02-2019,February,Cash,6,73.47,4,308.574
648-94-3045,C,Naypyitaw,Normal,Male,Health and beauty,07-02-2019,February,Ewallet,8.1,58.95,10,618.975
130-67-4723,A,Yangon,Member,Male,Food and beverages,11-01-2019,January,Ewallet,9.4,48.5,6,305.55
528-87-5606,B,Mandalay,Member,Female,Electronic accessories,12-02-2019,February,Cash,6.5,39.48,1,41.454
320-85-2052,B,Mandalay,Normal,Female,Sports and travel,14-01-2019,January,Credit card,7,34.81,1,36.5505
370-96-0655,C,Naypyitaw,Normal,Female,Fashion accessories,09-01-2019,January,Ewallet,7.1,49.32,6,310.716
105-10-6182,A,Yangon,Member,Male,Fashion accessories,27-02-2019,February,Ewallet,6.6,21.48,2,45.108
510-79-0415,B,Mandalay,Member,Female,Sports and travel,24-01-2019,January,Ewallet,4.9,23.08,6,145.404
241-96-5076,B,Mandalay,Member,Female,Home and lifestyle,08-01-2019,January,Credit card,6.4,49.1,2,103.11
767-97-4650,B,Mandalay,Member,Female,Sports and travel,08-01-2019,January,Credit card,8,64.83,2,136.143
648-83-1321,A,Yangon,Member,Male,Home and lifestyle,16-01-2019,January,Cash,4.3,63.56,10,667.38
173-57-2300,C,Naypyitaw,Member,Male,Sports and travel,13-03-2019,March,Cash,6.1,72.88,2,153.048
305-03-2383,A,Yangon,Normal,Female,Food and beverages,15-02-2019,February,Cash,7.5,67.1,3,211.365
394-55-6384,C,Naypyitaw,Member,Female,Sports and travel,25-01-2019,January,Cash,6.7,70.19,9,663.2955
266-20-6657,C,Naypyitaw,Member,Male,Food and beverages,12-03-2019,March,Ewallet,5.2,55.04,7,404.544
689-05-1884,A,Yangon,Member,Male,Health and beauty,04-03-2019,March,Cash,8.8,48.63,10,510.615
196-01-2849,C,Naypyitaw,Member,Female,Fashion accessories,10-02-2019,February,Cash,9.5,73.38,7,539.343
372-62-5264,C,Naypyitaw,Normal,Female,Food and beverages,16-01-2019,January,Cash,7.6,52.6,9,497.07
800-09-8606,A,Yangon,Member,Female,Home and lifestyle,29-01-2019,January,Cash,6.6,87.37,5,458.6925
182-52-7000,A,Yangon,Member,Female,Sports and travel,01-01-2019,January,Ewallet,6.9,27.04,4,113.568
826-58-8051,B,Mandalay,Normal,Male,Home and lifestyle,06-01-2019,January,Ewallet,4.3,62.19,4,261.198
868-06-0466,A,Yangon,Member,Male,Electronic accessories,19-02-2019,February,Credit card,7.8,69.58,9,657.531
751-41-9720,C,Naypyitaw,Normal,Male,Home and lifestyle,12-01-2019,January,Ewallet,8,97.5,10,1023.75
626-43-7888,C,Naypyitaw,Normal,Female,Fashion accessories,07-02-2019,February,Ewallet,9.6,60.41,8,507.444
176-64-7711,B,Mandalay,Normal,Male,Food and beverages,27-03-2019,March,Credit card,4.3,32.32,3,101.808
191-29-0321,B,Mandalay,Member,Female,Fashion accessories,27-02-2019,February,Credit card,5,19.77,10,207.585
729-06-2010,B,Mandalay,Member,Male,Health and beauty,06-01-2019,January,Cash,9.2,80.47,9,760.4415
640-48-5028,B,Mandalay,Member,Female,Home and lifestyle,02-03-2019,March,Cash,6.3,88.39,9,835.2855
186-79-9562,B,Mandalay,Normal,Male,Health and beauty,29-03-2019,March,Cash,8.9,71.77,7,527.5095
834-45-5519,B,Mandalay,Normal,Female,Electronic accessories,31-01-2019,January,Ewallet,7.6,43,4,180.6
162-65-8559,C,Naypyitaw,Member,Male,Food and beverages,21-01-2019,January,Cash,4.8,68.98,1,72.429
760-27-5490,C,Naypyitaw,Normal,Male,Fashion accessories,20-01-2019,January,Ewallet,9.1,15.62,8,131.208
445-30-9252,A,Yangon,Normal,Male,Sports and travel,17-01-2019,January,Ewallet,6.1,25.7,3,80.955
786-94-2700,A,Yangon,Member,Male,Food and beverages,28-02-2019,February,Cash,9.1,80.62,6,507.906
728-88-7867,C,Naypyitaw,Member,Female,Home and lifestyle,19-03-2019,March,Ewallet,8.3,75.53,4,317.226
183-21-3799,C,Naypyitaw,Normal,Female,Electronic accessories,19-02-2019,February,Ewallet,7.2,77.63,9,733.6035
268-20-3585,C,Naypyitaw,Normal,Female,Health and beauty,04-02-2019,February,Ewallet,6,13.85,9,130.8825
735-32-9839,C,Naypyitaw,Member,Male,Fashion accessories,31-01-2019,January,Ewallet,8.5,98.7,8,829.08
258-92-7466,A,Yangon,Normal,Female,Health and beauty,06-02-2019,February,Credit card,6.6,35.68,5,187.32
857-16-3520,A,Yangon,Member,Female,Fashion accessories,28-03-2019,March,Ewallet,4.5,71.46,7,525.231
482-17-1179,A,Yangon,Member,Male,Electronic accessories,19-01-2019,January,Credit card,8.1,11.94,3,37.611
788-21-5741,A,Yangon,Normal,Male,Fashion accessories,17-02-2019,February,Credit card,7.2,45.38,3,142.947
821-14-9046,B,Mandalay,Member,Female,Fashion accessories,18-01-2019,January,Credit card,6.1,17.48,6,110.124
418-05-0656,B,Mandalay,Normal,Female,Fashion accessories,02-02-2019,February,Cash,7.1,25.56,7,187.866
678-79-0726,C,Naypyitaw,Member,Female,Sports and travel,18-01-2019,January,Cash,5.1,90.63,9,856.4535
776-68-1096,B,Mandalay,Normal,Male,Home and lifestyle,18-03-2019,March,Credit card,7.9,44.12,3,138.978
592-46-1692,C,Naypyitaw,Member,Female,Food and beverages,11-01-2019,January,Cash,7.4,36.77,7,270.2595
